qtype,question,qcode,group,ID,Nametag,Correct,E1,Diff,C1,GC1,E2,C2,Mostaccurate,AEE1i,AEE2i,Ii,Prediction,Instruct
distances,Cairo,32,252,50503,1,8960,8000,6,3,5,8000,6,1,960,960,0,6,0
distances,Cairo,32,252,51677,2,8960,5500,6,2,5,6980,2,4,3460,1980,1,5,0
distances,Cairo,32,252,48952,3,8960,7000,5,5,6,7400,6,4,1960,1560,1,5,0
distances,Cairo,32,252,51507,4,8960,8500,6,4,4,8200,4,4,460,760,0,3,0
distances,Cairo,32,253,51707,1,8960,9000,3,6,5,10000,6,4,40,1040,0,5,0
distances,Cairo,32,253,48911,2,8960,10000,7,2,6,10000,6,1,1040,1040,0,4,0
distances,Cairo,32,253,741,3,8960,"6,500",5,5,6,"10,000",6,4,2460,1040,1,7,0
distances,Cairo,32,253,51347,4,8960,10000,4,4,4,10000,4,4,1040,1040,0,4,0
distances,Cairo,32,254,51706,1,8960,8300,7,1,6,8869,5,3,660,91,1,4,0
distances,Cairo,32,254,27963,2,8960,8961,7,1,4,8670,1,3,1,290,0,4,0
distances,Cairo,32,254,49595,3,8960,8500,6,3,5,8500,5,1,460,460,0,5,0
distances,Cairo,32,254,38156,4,8960,8000,7,3,3,8500,5,3,960,460,1,5,0
distances,Cairo,32,254,49736,5,8960,9000,6,1,4,8500,4,3,40,460,0,5,0
distances,Cairo,32,255,44545,1,8960,9000,5,3,6,9500,6,2,40,540,0,5,0
distances,Cairo,32,255,50195,2,8960,10000,3,5,6,9500,6,1,1040,540,1,5,0
distances,Cairo,32,255,29067,3,8960,9500,4,5,4,9550,5,1,540,590,0,4,0
distances,Cairo,32,255,42963,4,8960,10000,5,4,4,10000,5,2,1040,1040,0,4,0
distances,Cairo,32,256,44379,1,8960,9000,6,2,5,9000,2,2,40,40,0,5,0
distances,Cairo,32,256,46239,2,8960,10000,7,1,1,8000,1,1,1040,960,1,5,0
distances,Cairo,32,256,45783,3,8960,4000,7,1,7,9000,2,2,4960,40,1,5,0
distances,Cairo,32,257,50457,1,8960,5500,5,2,4,7450,2,2,3460,1510,1,5,0
distances,Cairo,32,257,41758,2,8960,8000,6,1,2,7600,2,4,960,1360,0,5,0
distances,Cairo,32,257,37438,3,8960,2500,4,4,5,8500,4,4,6460,460,1,5,0
distances,Cairo,32,257,48773,4,8960,7934,3,5,3,7954,5,3,1026,1006,1,4,0
distances,Cairo,32,258,47333,1,8960,9850,3,5,6,8500,6,2,890,460,1,6,0
distances,Cairo,32,258,47520,2,8960,"8,000",5,2,5,8373,4,3,960,587,1,4,0
distances,Cairo,32,258,51803,3,8960,8000,6,1,4,9000,2,2,960,40,1,5,0
distances,Cairo,32,259,44611,1,8960,8500,5,2,5,8500,2,2,460,460,0,4,0
distances,Cairo,32,259,49112,2,8960,9000,7,1,7,8500,3,3,40,460,0,5,0
distances,Cairo,32,259,45584,3,8960,6500,6,2,5,8000,5,2,2460,960,1,5,0
distances,Cairo,32,260,39718,1,8960,8500,4,6,5,7000,7,2,460,1960,0,6,0
distances,Cairo,32,260,50367,2,8960,2100,4,4,5,6500,7,1,6860,2460,1,6,0
distances,Cairo,32,261,51060,1,8960,7800,6,2,6,7225,4,2,1160,1735,0,4,1
distances,Cairo,32,261,50931,2,8960,8000,5,4,5,7000,5,5,960,1960,0,6,1
distances,Cairo,32,261,50393,3,8960,9000,6,2,5,8500,5,3,40,460,0,5,1
distances,Cairo,32,261,43327,4,8960,5000,6,2,5,7000,5,5,3960,1960,1,5,1
distances,Cairo,32,261,51544,5,8960,6000,5,1,5,6500,5,4,2960,2460,1,4,1
distances,Cairo,32,262,45466,1,8960,9000,4,4,7,10000,7,2,40,1040,0,7,1
distances,Cairo,32,262,45596,2,8960,10000,6,3,5,9500,3,1,1040,540,1,3,1
distances,Cairo,32,262,31277,3,8960,"7,000",3,4,4,"10,000",4,1,1960,1040,1,4,1
distances,Cairo,32,262,51279,4,8960,7000,4,5,6,9000,3,2,1960,40,1,5,1
distances,Cairo,32,263,50708,1,8960,7849,6,2,5,7457,2,3,1111,1503,0,4,1
distances,Cairo,32,263,48432,2,8960,8100,5,4,5,8150,5,3,860,810,1,4,1
distances,Cairo,32,263,41322,3,8960,8200,6,2,6,8200,6,1,760,760,0,4,1
distances,Cairo,32,263,50825,4,8960,6537,5,7,2,6523,3,5,2423,2437,0,2,1
distances,Cairo,32,264,51640,1,8960,10000,3,2,5,9500,2,2,1040,540,1,5,1
distances,Cairo,32,264,51635,2,8960,9000,6,4,6,9000,4,1,40,40,0,4,1
distances,Cairo,32,264,51797,3,8960,5000,1,6,6,5000,7,1,3960,3960,0,4,1
distances,Cairo,32,264,51794,4,8960,5000,7,1,6,8000,6,1,3960,960,1,1,1
distances,Cairo,32,265,48240,1,8960,4000,5,3,4,7300,3,3,4960,1660,1,5,1
distances,Cairo,32,265,51695,2,8960,3000,6,2,6,7500,5,1,5960,1460,1,6,1
distances,Cairo,32,265,50439,3,8960,7500,5,5,6,7700,5,1,1460,1260,1,5,1
distances,Cairo,32,266,49256,1,8960,7000,6,4,5,8000,6,2,1960,960,1,6,1
distances,Cairo,32,266,44219,2,8960,8500,5,5,4,8500,5,3,460,460,0,4,1
distances,Cairo,32,266,44143,3,8960,8000,6,2,4,8000,2,2,960,960,0,4,1
distances,Cairo,32,266,47657,4,8960,4000,4,4,5,8000,5,1,4960,960,1,6,1
distances,Cairo,32,267,37532,1,8960,7000,5,3,6,8000,6,4,1960,960,1,5,1
distances,Cairo,32,267,47939,2,8960,8500,5,3,3,7100,4,3,460,1860,0,4,1
distances,Cairo,32,267,45953,3,8960,3000,7,2,6,6500,3,4,5960,2460,1,5,1
distances,Cairo,32,267,49211,4,8960,8800,6,2,3,8643,1,1,160,317,0,4,1
distances,Cairo,32,268,44632,1,8960,8000,6,2,3,8300,2,2,960,660,1,4,1
distances,Cairo,32,268,36716,2,8960,"5,000",6,1,5,"8,000",1,1,3960,960,1,6,1
distances,Cairo,32,268,43150,3,8960,5000,6,1,5,8000,4,1,3960,960,1,5,1
distances,Cairo,32,268,49191,4,8960,8000,6,2,6,8000,6,1,960,960,0,4,1
distances,Cairo,32,269,50785,1,8960,7000,5,4,7,9000,5,3,1960,40,1,6,1
distances,Cairo,32,269,46496,2,8960,10000,5,3,4,9500,5,3,1040,540,1,5,1
distances,Cairo,32,269,44672,3,8960,9000,5,3,4,9000,5,2,40,40,0,5,1
distances,Cairo,32,270,51357,1,8960,1000,7,1,5,8750,3,3,7960,210,1,7,1
distances,Cairo,32,270,42539,2,8960,10000,6,2,2,10000,4,1,1040,1040,0,4,1
distances,Cairo,32,270,46249,3,8960,9500,6,2,2,9500,3,2,540,540,0,4,1
distances,Cairo,32,270,46599,4,8960,6500,7,1,5,7254,1,3,2460,1706,1,4,1
distances,Cairo,32,271,49200,1,8960,5500,7,1,6,8000,5,4,3460,960,1,6,1
distances,Cairo,32,271,50957,2,8960,9000,6,2,5,8000,3,3,40,960,0,5,1
distances,Cairo,32,271,51836,3,8960,8500,5,5,6,8000,4,4,460,960,0,4,1
distances,Cairo,32,271,47026,4,8960,8000,4,5,4,8000,4,2,960,960,0,3,1
distances,Cairo,32,272,37544,1,8960,10000,1,7,7,9500,6,3,1040,540,1,6,1
distances,Cairo,32,272,44692,2,8960,9000,6,2,6,9750,5,1,40,790,0,5,1
distances,Cairo,32,272,51370,3,8960,6750,7,6,5,9500,6,1,2210,540,1,7,1
distances,Cairo,32,272,51114,4,8960,6000,7,1,6,10000,5,1,2960,1040,1,7,1
distances,Cairo,32,273,43977,1,8960,9000,3,3,5,9000,5,3,40,40,0,4,1
distances,Cairo,32,273,51790,2,8960,8000,2,6,3,9000,6,1,960,40,1,5,1
distances,Cairo,32,273,46617,3,8960,9000,7,1,2,9000,5,1,40,40,0,4,1
distances,Cairo,32,274,48706,1,8960,5000,5,3,6,7500,4,3,3960,1460,1,5,1
distances,Cairo,32,274,48717,2,8960,7000,3,3,5,8000,6,4,1960,960,1,6,1
distances,Cairo,32,274,49973,3,8960,5252,6,1,5,8225,4,4,3708,735,1,5,1
distances,Cairo,32,274,48960,4,8960,8000,4,5,6,8000,6,2,960,960,0,5,1
distances,Cairo,32,275,51817,1,8960,8000,5,5,6,8000,6,2,960,960,0,4,1
distances,Cairo,32,275,43286,2,8960,"9,500",6,1,4,"9,500",1,1,540,540,0,4,1
distances,Cairo,32,275,50594,3,8960,8000,5,3,3,8000,5,1,960,960,0,3,1
distances,Cairo,32,275,49322,4,8960,"4,000",4,4,6,"8,000",4,1,4960,960,1,7,1
distances,Cairo,32,276,45820,1,8960,6000,7,2,4,7000,4,3,2960,1960,1,6,1
distances,Cairo,32,276,45207,2,8960,4000,5,5,6,7500,6,3,4960,1460,1,7,1
distances,Cairo,32,276,51595,3,8960,7000,5,1,6,7000,5,1,1960,1960,0,5,1
distances,Cairo,32,277,51061,1,8960,5000,7,1,5,8500,2,4,3960,460,1,5,1
distances,Cairo,32,277,51559,2,8960,1000,4,4,5,7000,5,4,7960,1960,1,6,1
distances,Cairo,32,277,49542,3,8960,1000,7,1,7,7000,6,4,7960,1960,1,6,1
distances,Cairo,32,277,51316,4,8960,8000,6,2,3,9100,2,2,960,140,1,5,1
distances,Cairo,32,277,43084,5,8960,7000,7,1,2,7000,1,2,1960,1960,0,4,1
distances,Cairo,32,278,51673,1,8960,6500,5,5,5,7000,6,2,2460,1960,1,5,1
distances,Cairo,32,278,50037,2,8960,6000,5,2,6,7000,5,4,2960,1960,1,4,1
distances,Cairo,32,278,50651,3,8960,7500,5,4,6,7500,5,1,1460,1460,0,4,1
distances,Cairo,32,278,46800,4,8960,6000,7,1,2,7000,1,1,2960,1960,1,5,1
distances,Cairo,32,279,25902,1,8960,2500,6,2,6,9000,6,4,6460,40,1,7,1
distances,Cairo,32,279,47531,2,8960,9000,5,3,6,9000,6,2,40,40,0,4,1
distances,Cairo,32,279,41405,3,8960,9000,6,4,6,9000,6,4,40,40,0,6,1
distances,Cairo,32,279,49337,4,8960,9000,5,5,5,9000,6,4,40,40,0,6,1
distances,Cairo,32,280,51854,1,8960,4200,4,5,5,5500,5,3,4760,3460,1,6,1
distances,Cairo,32,280,51680,2,8960,2800,5,5,2,5500,6,4,6160,3460,1,6,1
distances,Cairo,32,280,43535,3,8960,6000,5,3,5,6000,4,4,2960,2960,0,4,1
distances,Cairo,32,280,37448,4,8960,7200,5,4,5,7200,4,3,1760,1760,0,4,1
distances,Cairo,32,281,42815,1,8960,5500,6,1,5,7851,2,2,3460,1109,1,5,1
distances,Cairo,32,281,47591,2,8960,6130,6,2,6,6775,2,3,2830,2185,1,6,1
distances,Cairo,32,281,43109,3,8960,9850,6,5,5,9725,5,2,890,765,1,6,1
distances,Cairo,32,281,50032,4,8960,3500,5,3,5,6277,5,3,5460,2683,1,5,1
distances,Cairo,32,282,47570,1,8960,2500,3,5,5,8000,5,2,6460,960,1,5,1
distances,Cairo,32,282,51840,2,8960,4000,5,6,6,4500,3,3,4960,4460,1,5,1
distances,Cairo,32,282,47117,3,8960,7500,6,5,4,6500,5,2,1460,2460,0,5,1
distances,Cairo,32,282,46689,4,8960,5000,6,2,6,7500,3,2,3960,1460,1,6,1
distances,Cairo,32,283,51826,1,8960,1600,6,5,6,1800,5,2,7360,7160,1,5,1
distances,Cairo,32,283,48134,2,8960,2000,7,1,2,2000,5,1,6960,6960,0,1,1
distances,Cairo,32,283,46170,3,8960,3000,5,4,6,2800,5,2,5960,6160,0,4,1
distances,Cairo,32,284,51154,1,8960,8300,7,1,4,8500,4,3,660,460,1,5,1
distances,Cairo,32,284,51845,2,8960,3450,4,5,4,8500,5,3,5510,460,1,5,1
distances,Cairo,32,284,45833,3,8960,9500,5,5,2,8500,5,1,540,460,1,5,1
distances,Cairo,32,284,48560,4,8960,10000,6,2,5,10000,5,3,1040,1040,0,4,1
distances,Cairo,32,285,45091,1,8960,8500,7,1,4,8500,1,2,460,460,0,4,1
distances,Cairo,32,285,50997,2,8960,5500,5,6,5,7000,6,3,3460,1960,1,6,1
distances,Cairo,32,285,51851,3,8960,9500,6,1,5,9450,2,3,540,490,1,4,1
distances,Cairo,32,285,48921,4,8960,5000,5,2,6,8000,6,3,3960,960,1,6,1
distances,Cairo,32,286,51857,1,8960,3000,5,1,6,6500,6,5,5960,2460,1,6,1
distances,Cairo,32,286,47717,3,8960,8000,5,2,4,7000,3,5,960,1960,0,4,1
distances,Cairo,32,286,51062,4,8960,8000,6,3,6,6500,5,3,960,2460,0,5,1
distances,Cairo,32,286,49252,5,8960,6100,3,5,5,6500,5,5,2860,2460,1,5,1
distances,Cairo,32,287,50182,1,8960,9000,3,6,5,8800,6,4,40,160,0,5,1
distances,Cairo,32,287,50091,2,8960,7000,4,4,4,9000,4,1,1960,40,1,4,1
distances,Cairo,32,287,47314,3,8960,5500,4,4,4,8200,4,3,3460,760,1,4,1
distances,Cairo,32,287,46351,4,8960,6000,6,5,5,8500,6,1,2960,460,1,5,1
