task,trial,network,pre_influence,post_influence,individual_error,mean_individual_change,crowd_pre_influence,crowd_post_influence,mean_group_change
3,full081111_1557,Social,26000,23000,-0.12260232209233224,-0.8202338938065674,1.2872588906200548,0.4670249968134875,-0.8202338938065673
3,full081111_1557,Social,24154,15412,-0.44930357108927244,-0.8202338938065674,1.2872588906200548,0.4670249968134875,-0.8202338938065673
3,full081111_1557,Social,6000,13000,-0.26181666880498083,-0.8202338938065674,1.2872588906200548,0.4670249968134875,-0.8202338938065673
3,full081111_1557,Social,12000,21000,0.5596157879354228,-0.8202338938065674,1.2872588906200548,0.4670249968134875,-0.8202338938065673
3,full081111_1557,Social,498,12679,-2.775733615906246,-0.8202338938065674,1.2872588906200548,0.4670249968134875,-0.8202338938065673
3,full081111_1557,Social,500000,16000,-3.4420193761824107,-0.8202338938065674,1.2872588906200548,0.4670249968134875,-0.8202338938065673
3,full081111_1557,Social,10000,8000,0.22314355131420974,-0.8202338938065674,1.2872588906200548,0.4670249968134875,-0.8202338938065673
3,full081111_1557,Social,3000,12000,-1.0350065570384626,-0.8202338938065674,1.2872588906200548,0.4670249968134875,-0.8202338938065673
3,full081114_0709,Social,1025,10000,-2.2778924804036738,-0.29789154681086955,1.144598365282786,0.8467068184719165,-0.2978915468108695
3,full081114_0709,Social,5000,12000,-0.524180933272472,-0.29789154681086955,1.144598365282786,0.8467068184719165,-0.2978915468108695
3,full081114_0709,Social,10000,20000,0.6797918710534642,-0.29789154681086955,1.144598365282786,0.8467068184719165,-0.2978915468108695
3,full081114_0709,Social,10000,21000,0.7285820352228962,-0.29789154681086955,1.144598365282786,0.8467068184719165,-0.2978915468108695
3,full081114_0709,Social,50000,25000,-0.6931471805599454,-0.29789154681086955,1.144598365282786,0.8467068184719165,-0.2978915468108695
3,full081114_0709,Social,3000,8000,-0.9808292530117263,-0.29789154681086955,1.144598365282786,0.8467068184719165,-0.2978915468108695
3,full081114_0709,Social,20000,1000,1.6227932219405816,-0.29789154681086955,1.144598365282786,0.8467068184719165,-0.2978915468108695
3,full081114_0709,Social,5000,40000,0.6797918710534641,-0.29789154681086955,1.144598365282786,0.8467068184719165,-0.2978915468108695
3,full081114_0709,Social,5000,40000,0.6797918710534641,-0.29789154681086955,1.144598365282786,0.8467068184719165,-0.2978915468108695
3,full081114_0709,Social,200000,15320,-2.5691582022355917,-0.29789154681086955,1.144598365282786,0.8467068184719165,-0.2978915468108695
3,full081114_0709,Social,50000,20000,-0.9162907318741552,-0.29789154681086955,1.144598365282786,0.8467068184719165,-0.2978915468108695
3,full081114_0709,Social,35000,34862,-0.0039506506967401656,-0.29789154681086955,1.144598365282786,0.8467068184719165,-0.2978915468108695
3,full081117_1548,Social,15000,8000,-0.16896624728747342,-0.6754826876125006,1.312798000148496,0.6373153125359953,-0.6754826876125007
3,full081117_1548,Social,100000,50000,-0.6931471805599452,-0.6754826876125006,1.312798000148496,0.6373153125359953,-0.6754826876125007
3,full081117_1548,Social,2000,11000,-1.5274830421362569,-0.6754826876125006,1.312798000148496,0.6373153125359953,-0.6754826876125007
3,full081117_1548,Social,10000,11000,0.08195487029784365,-0.6754826876125006,1.312798000148496,0.6373153125359953,-0.6754826876125007
3,full081117_1548,Social,2000,10000,-1.6094379124341005,-0.6754826876125006,1.312798000148496,0.6373153125359953,-0.6754826876125007
3,full081117_1548,Social,4000,4531,-0.12464830456511056,-0.6754826876125006,1.312798000148496,0.6373153125359953,-0.6754826876125007
3,full081117_1548,Social,50000,15000,-1.2039728043259361,-0.6754826876125006,1.312798000148496,0.6373153125359953,-0.6754826876125007
3,full081117_1548,Social,50000,30000,-0.5108256237659909,-0.6754826876125006,1.312798000148496,0.6373153125359953,-0.6754826876125007
3,full081117_1548,Social,30000,5000,-0.39210979860168305,-0.6754826876125006,1.312798000148496,0.6373153125359953,-0.6754826876125007
3,full081117_1548,Social,200000,80009,-0.9161782382018058,-0.6754826876125006,1.312798000148496,0.6373153125359953,-0.6754826876125007
3,full081117_1548,Social,2500,8500,-1.2237754316221157,-0.6754826876125006,1.312798000148496,0.6373153125359953,-0.6754826876125007
3,full081117_1548,Social,8099,15023,0.18279746185256687,-0.6754826876125006,1.312798000148496,0.6373153125359953,-0.6754826876125007
3,full081120_0951,Social,10000,50000,1.5960826029276194,-0.5244056895081497,1.3075515590432787,0.7831458695351291,-0.5244056895081496
3,full081120_0951,Social,6000,8500,-0.34830669426821576,-0.5244056895081497,1.3075515590432787,0.7831458695351291,-0.5244056895081496
3,full081120_0951,Social,4000,20000,-0.23649886082069094,-0.5244056895081497,1.3075515590432787,0.7831458695351291,-0.5244056895081496
3,full081120_0951,Social,100000,25000,-1.3862943611198906,-0.5244056895081497,1.3075515590432787,0.7831458695351291,-0.5244056895081496
3,full081120_0951,Social,100000,25000,-1.3862943611198906,-0.5244056895081497,1.3075515590432787,0.7831458695351291,-0.5244056895081496
3,full081120_0951,Social,3700,5700,-0.4321333551903259,-0.5244056895081497,1.3075515590432787,0.7831458695351291,-0.5244056895081496
3,full081120_0951,Social,25000,21337,-0.1584331699454541,-0.5244056895081497,1.3075515590432787,0.7831458695351291,-0.5244056895081496
3,full081120_0951,Social,10000,12000,0.16896624728747342,-0.5244056895081497,1.3075515590432787,0.7831458695351291,-0.5244056895081496
3,full081120_0951,Social,35,48652,-4.086239795231106,-0.5244056895081497,1.3075515590432787,0.7831458695351291,-0.5244056895081496
3,full081120_0951,Social,20000,25000,0.22314355131420982,-0.5244056895081497,1.3075515590432787,0.7831458695351291,-0.5244056895081496
3,full081120_0951,Social,5000,8000,-0.4700036292457356,-0.5244056895081497,1.3075515590432787,0.7831458695351291,-0.5244056895081496
3,full081120_0951,Social,20000,25000,0.22314355131420982,-0.5244056895081497,1.3075515590432787,0.7831458695351291,-0.5244056895081496
3,no081113_1518,Control,50000,25000,-0.6931471805599454,0.2363225465396969,1.1912510095135864,1.4275735560532832,0.23632254653969675
3,no081113_1518,Control,10000,20000,0.6797918710534642,0.2363225465396969,1.1912510095135864,1.4275735560532832,0.23632254653969675
3,no081113_1518,Control,50000,10000,-1.5960826029276194,0.2363225465396969,1.1912510095135864,1.4275735560532832,0.23632254653969675
3,no081113_1518,Control,600,1400,-0.8472978603872034,0.2363225465396969,1.1912510095135864,1.4275735560532832,0.23632254653969675
3,no081113_1518,Control,1500,1500,0,0.2363225465396969,1.1912510095135864,1.4275735560532832,0.23632254653969675
3,no081113_1518,Control,3000,5275,-0.5643663906940206,0.2363225465396969,1.1912510095135864,1.4275735560532832,0.23632254653969675
3,no081113_1518,Control,10000,200,3.912023005428146,0.2363225465396969,1.1912510095135864,1.4275735560532832,0.23632254653969675
